dt,uid,bikes_available_to_rent
2022-04-19 00:16:20,29745906,3
2022-04-19 00:16:20,29746009,0
2022-04-19 00:16:20,29746047,2
2022-04-19 00:16:20,29746068,2
2022-04-19 00:16:20,29746123,0
2022-04-19 00:16:20,29746679,4
2022-04-19 00:16:20,29747497,9
2022-04-19 00:16:20,29749806,4
2022-04-19 00:16:20,29749855,0
2022-04-19 00:16:20,29749951,2
2022-04-19 00:16:20,29750190,3
2022-04-19 00:16:20,29750264,4
2022-04-19 00:16:20,29750615,9
2022-04-19 00:16:20,29751228,5
2022-04-19 00:16:20,29751388,2
2022-04-19 00:16:20,29751426,5
2022-04-19 00:16:20,29751467,2
2022-04-19 00:16:20,29751502,2
2022-04-19 00:16:20,29751545,1
2022-04-19 00:16:20,29751592,0
2022-04-19 00:16:20,29751674,6
2022-04-19 00:16:20,29751736,7
2022-04-19 00:16:20,29751789,0
2022-04-19 00:16:20,29751918,3
2022-04-19 00:16:20,29752309,3
2022-04-19 00:16:20,29752472,4
2022-04-19 00:16:20,29752573,3
2022-04-19 00:16:20,29753372,1
2022-04-19 00:16:20,29753410,4
2022-04-19 00:16:20,29755203,3
2022-04-19 00:16:20,29992386,10
2022-04-19 00:16:20,29992613,0
2022-04-19 00:16:20,30278163,1
2022-04-19 00:16:20,30613108,5
2022-04-19 00:16:20,30613827,3
2022-04-19 00:16:20,30613955,4
2022-04-19 00:16:20,30925063,2
2022-04-19 00:16:20,31868207,4
2022-04-19 00:16:20,35855774,2
2022-04-19 00:16:20,35855809,4
