dt,uid,bikes_available_to_rent
2021-12-19 00:14:20,29745906,1
2021-12-19 00:14:20,29746009,1
2021-12-19 00:14:20,29746047,2
2021-12-19 00:14:20,29746068,0
2021-12-19 00:14:20,29746123,0
2021-12-19 00:14:20,29746679,9
2021-12-19 00:14:20,29747497,3
2021-12-19 00:14:20,29749806,0
2021-12-19 00:14:20,29749855,0
2021-12-19 00:14:20,29749951,4
2021-12-19 00:14:20,29750190,0
2021-12-19 00:14:20,29750264,2
2021-12-19 00:14:20,29750615,6
2021-12-19 00:14:20,29751228,5
2021-12-19 00:14:20,29751388,1
2021-12-19 00:14:20,29751426,2
2021-12-19 00:14:20,29751467,3
2021-12-19 00:14:20,29751502,2
2021-12-19 00:14:20,29751545,2
2021-12-19 00:14:20,29751592,1
2021-12-19 00:14:20,29751674,2
2021-12-19 00:14:20,29751736,0
2021-12-19 00:14:20,29751789,8
2021-12-19 00:14:20,29751918,1
2021-12-19 00:14:20,29752309,19
2021-12-19 00:14:20,29752472,3
2021-12-19 00:14:20,29752573,0
2021-12-19 00:14:20,29753372,5
2021-12-19 00:14:20,29753410,5
2021-12-19 00:14:20,29992386,3
2021-12-19 00:14:20,29992613,5
2021-12-19 00:14:20,30278163,0
2021-12-19 00:14:20,30613108,5
2021-12-19 00:14:20,30613827,4
2021-12-19 00:14:20,30613955,4
2021-12-19 00:14:20,30925063,3
2021-12-19 00:14:20,31868207,5
2021-12-19 00:14:20,35855774,0
2021-12-19 00:14:20,35855809,6
2021-12-19 00:27:52,29745906,1
2021-12-19 00:27:52,29746009,1
2021-12-19 00:27:52,29746047,2
2021-12-19 00:27:52,29746068,0
2021-12-19 00:27:52,29746123,0
2021-12-19 00:27:52,29746679,9
2021-12-19 00:27:52,29747497,3
2021-12-19 00:27:52,29749806,0
2021-12-19 00:27:52,29749855,0
2021-12-19 00:27:52,29749951,4
2021-12-19 00:27:52,29750190,0
2021-12-19 00:27:52,29750264,2
2021-12-19 00:27:52,29750615,6
2021-12-19 00:27:52,29751228,5
2021-12-19 00:27:52,29751388,1
