dt,uid,bikes_available_to_rent
2021-12-17 00:15:12,29745906,3
2021-12-17 00:15:12,29746009,3
2021-12-17 00:15:12,29746047,1
2021-12-17 00:15:12,29746068,4
2021-12-17 00:15:12,29746123,2
2021-12-17 00:15:12,29746679,8
2021-12-17 00:15:12,29747497,3
2021-12-17 00:15:12,29749806,2
2021-12-17 00:15:12,29749855,2
2021-12-17 00:15:12,29749951,2
2021-12-17 00:15:12,29750190,1
2021-12-17 00:15:12,29750264,1
2021-12-17 00:15:12,29750615,3
2021-12-17 00:15:12,29751228,7
2021-12-17 00:15:12,29751388,2
2021-12-17 00:15:12,29751426,3
2021-12-17 00:15:12,29751467,3
2021-12-17 00:15:12,29751502,2
2021-12-17 00:15:12,29751545,2
2021-12-17 00:15:12,29751592,1
2021-12-17 00:15:12,29751674,5
2021-12-17 00:15:12,29751736,0
2021-12-17 00:15:12,29751789,6
2021-12-17 00:15:12,29751918,4
2021-12-17 00:15:12,29752309,15
2021-12-17 00:15:12,29752472,2
2021-12-17 00:15:12,29752573,0
2021-12-17 00:15:12,29753372,2
2021-12-17 00:15:12,29753410,4
2021-12-17 00:15:12,29992386,3
2021-12-17 00:15:12,29992613,5
2021-12-17 00:15:12,30278163,1
2021-12-17 00:15:12,30613108,4
2021-12-17 00:15:12,30613827,2
2021-12-17 00:15:12,30613955,4
2021-12-17 00:15:12,30925063,3
2021-12-17 00:15:12,31868207,5
2021-12-17 00:15:12,35855774,0
2021-12-17 00:15:12,35855809,5
2021-12-17 00:28:41,29745906,3
2021-12-17 00:28:41,29746009,3
2021-12-17 00:28:41,29746047,1
2021-12-17 00:28:41,29746068,4
2021-12-17 00:28:41,29746123,2
2021-12-17 00:28:41,29746679,8
2021-12-17 00:28:41,29747497,3
2021-12-17 00:28:41,29749806,2
2021-12-17 00:28:41,29749855,2
2021-12-17 00:28:41,29749951,2
2021-12-17 00:28:41,29750190,1
2021-12-17 00:28:41,29750264,1
2021-12-17 00:28:41,29750615,3
2021-12-17 00:28:41,29751228,7
2021-12-17 00:28:41,29751388,2
2021-12-17 00:28:41,29751426,3
2021-12-17 00:28:41,29751467,3
2021-12-17 00:28:41,29751502,2
2021-12-17 00:28:41,29751545,2
2021-12-17 00:28:41,29751592,1
2021-12-17 00:28:41,29751674,5
2021-12-17 00:28:41,29751736,0
2021-12-17 00:28:41,29751789,6
2021-12-17 00:28:41,29751918,4
2021-12-17 00:28:41,29752309,15
2021-12-17 00:28:41,29752472,2
2021-12-17 00:28:41,29752573,0
2021-12-17 00:28:41,29753372,2
2021-12-17 00:28:41,29753410,4
2021-12-17 00:28:41,29992386,3
2021-12-17 00:28:41,29992613,5
2021-12-17 00:28:41,30278163,1
2021-12-17 00:28:41,30613108,4
2021-12-17 00:28:41,30613827,2
2021-12-17 00:28:41,30613955,4
2021-12-17 00:28:41,30925063,3
2021-12-17 00:28:41,31868207,4
2021-12-17 00:28:41,35855774,0
2021-12-17 00:28:41,35855809,5
2021-12-17 00:40:19,29745906,3
2021-12-17 00:40:19,29746009,3
2021-12-17 00:40:19,29746047,1
2021-12-17 00:40:19,29746068,4
2021-12-17 00:40:19,29746123,2
2021-12-17 00:40:19,29746679,8
2021-12-17 00:40:19,29747497,3
2021-12-17 00:40:19,29749806,2
2021-12-17 00:40:19,29749855,2
2021-12-17 00:40:19,29749951,2
2021-12-17 00:40:19,29750190,1
2021-12-17 00:40:19,29750264,1
2021-12-17 00:40:19,29750615,3
2021-12-17 00:40:19,29751228,7
2021-12-17 00:40:19,29751388,2
2021-12-17 00:40:19,29751426,3
2021-12-17 00:40:19,29751467,3
2021-12-17 00:40:19,29751502,2
2021-12-17 00:40:19,29751545,2
2021-12-17 00:40:19,29751592,1
2021-12-17 00:40:19,29751674,5
2021-12-17 00:40:19,29751736,0
2021-12-17 00:40:19,29751789,5
2021-12-17 00:40:19,29751918,4
2021-12-17 00:40:19,29752309,15
2021-12-17 00:40:19,29752472,2
2021-12-17 00:40:19,29752573,0
2021-12-17 00:40:19,29753372,2
2021-12-17 00:40:19,29753410,4
2021-12-17 00:40:19,29992386,4
2021-12-17 00:40:19,29992613,5
2021-12-17 00:40:19,30278163,1
2021-12-17 00:40:19,30613108,4
2021-12-17 00:40:19,30613827,2
2021-12-17 00:40:19,30613955,4
2021-12-17 00:40:19,30925063,3
2021-12-17 00:40:19,31868207,4
2021-12-17 00:40:19,35855774,0
2021-12-17 00:40:19,35855809,5
2021-12-17 00:53:17,29745906,3
2021-12-17 00:53:17,29746009,3
2021-12-17 00:53:17,29746047,1
2021-12-17 00:53:17,29746068,4
2021-12-17 00:53:17,29746123,2
2021-12-17 00:53:17,29746679,8
2021-12-17 00:53:17,29747497,3
2021-12-17 00:53:17,29749806,2
2021-12-17 00:53:17,29749855,2
2021-12-17 00:53:17,29749951,2
2021-12-17 00:53:17,29750190,1
2021-12-17 00:53:17,29750264,1
2021-12-17 00:53:17,29750615,3
2021-12-17 00:53:17,29751228,7
2021-12-17 00:53:17,29751388,2
2021-12-17 00:53:17,29751426,3
2021-12-17 00:53:17,29751467,3
2021-12-17 00:53:17,29751502,2
2021-12-17 00:53:17,29751545,2
2021-12-17 00:53:17,29751592,1
2021-12-17 00:53:17,29751674,5
2021-12-17 00:53:17,29751736,0
2021-12-17 00:53:17,29751789,5
2021-12-17 00:53:17,29751918,4
2021-12-17 00:53:17,29752309,15
2021-12-17 00:53:17,29752472,2
2021-12-17 00:53:17,29752573,0
2021-12-17 00:53:17,29753372,2
2021-12-17 00:53:17,29753410,4
2021-12-17 00:53:17,29992386,4
2021-12-17 00:53:17,29992613,5
2021-12-17 00:53:17,30278163,1
2021-12-17 00:53:17,30613108,4
2021-12-17 00:53:17,30613827,2
2021-12-17 00:53:17,30613955,4
2021-12-17 00:53:17,30925063,3
2021-12-17 00:53:17,31868207,4
2021-12-17 00:53:17,35855774,0
2021-12-17 00:53:17,35855809,5
2021-12-17 01:51:35,29745906,3
2021-12-17 01:51:35,29746009,3
2021-12-17 01:51:35,29746047,1
2021-12-17 01:51:35,29746068,4
2021-12-17 01:51:35,29746123,2
2021-12-17 01:51:35,29746679,8
2021-12-17 01:51:35,29747497,4
2021-12-17 01:51:35,29749806,2
2021-12-17 01:51:35,29749855,2
2021-12-17 01:51:35,29749951,2
2021-12-17 01:51:35,29750190,1
2021-12-17 01:51:35,29750264,1
2021-12-17 01:51:35,29750615,3
2021-12-17 01:51:35,29751228,7
2021-12-17 01:51:35,29751388,2
2021-12-17 01:51:35,29751426,3
2021-12-17 01:51:35,29751467,3
2021-12-17 01:51:35,29751502,2
2021-12-17 01:51:35,29751545,2
2021-12-17 01:51:35,29751592,1
2021-12-17 01:51:35,29751674,5
2021-12-17 01:51:35,29751736,0
2021-12-17 01:51:35,29751789,4
2021-12-17 01:51:35,29751918,4
2021-12-17 01:51:35,29752309,15
2021-12-17 01:51:35,29752472,2
2021-12-17 01:51:35,29752573,0
2021-12-17 01:51:35,29753372,2
2021-12-17 01:51:35,29753410,4
2021-12-17 01:51:35,29992386,4
2021-12-17 01:51:35,29992613,5
2021-12-17 01:51:35,30278163,1
2021-12-17 01:51:35,30613108,4
2021-12-17 01:51:35,30613827,2
2021-12-17 01:51:35,30613955,4
2021-12-17 01:51:35,30925063,3
2021-12-17 01:51:35,31868207,4
2021-12-17 01:51:35,35855774,0
2021-12-17 01:51:35,35855809,5
2021-12-17 02:32:12,29745906,3
2021-12-17 02:32:12,29746009,3
2021-12-17 02:32:12,29746047,1
2021-12-17 02:32:12,29746068,4
2021-12-17 02:32:12,29746123,2
2021-12-17 02:32:12,29746679,8
2021-12-17 02:32:12,29747497,4
2021-12-17 02:32:12,29749806,2
2021-12-17 02:32:12,29749855,2
2021-12-17 02:32:12,29749951,2
2021-12-17 02:32:12,29750190,1
2021-12-17 02:32:12,29750264,1
2021-12-17 02:32:12,29750615,3
2021-12-17 02:32:12,29751228,7
2021-12-17 02:32:12,29751388,2
2021-12-17 02:32:12,29751426,3
2021-12-17 02:32:12,29751467,3
2021-12-17 02:32:12,29751502,2
2021-12-17 02:32:12,29751545,2
2021-12-17 02:32:12,29751592,1
2021-12-17 02:32:12,29751674,5
2021-12-17 02:32:12,29751736,0
2021-12-17 02:32:12,29751789,4
2021-12-17 02:32:12,29751918,4
2021-12-17 02:32:12,29752309,15
2021-12-17 02:32:12,29752472,2
2021-12-17 02:32:12,29752573,0
2021-12-17 02:32:12,29753372,2
2021-12-17 02:32:12,29753410,4
2021-12-17 02:32:12,29992386,4
2021-12-17 02:32:12,29992613,5
2021-12-17 02:32:12,30278163,1
2021-12-17 02:32:12,30613108,4
2021-12-17 02:32:12,30613827,2
2021-12-17 02:32:12,30613955,4
2021-12-17 02:32:12,30925063,3
2021-12-17 02:32:12,31868207,4
2021-12-17 02:32:12,35855774,0
2021-12-17 02:32:12,35855809,5
2021-12-17 02:44:33,29745906,3
2021-12-17 02:44:33,29746009,3
2021-12-17 02:44:33,29746047,1
2021-12-17 02:44:33,29746068,4
2021-12-17 02:44:33,29746123,2
2021-12-17 02:44:33,29746679,8
2021-12-17 02:44:33,29747497,4
2021-12-17 02:44:33,29749806,2
2021-12-17 02:44:33,29749855,2
2021-12-17 02:44:33,29749951,2
2021-12-17 02:44:33,29750190,1
2021-12-17 02:44:33,29750264,1
2021-12-17 02:44:33,29750615,3
2021-12-17 02:44:33,29751228,7
2021-12-17 02:44:33,29751388,2
2021-12-17 02:44:33,29751426,3
2021-12-17 02:44:33,29751467,3
2021-12-17 02:44:33,29751502,2
2021-12-17 02:44:33,29751545,2
2021-12-17 02:44:33,29751592,1
2021-12-17 02:44:33,29751674,5
2021-12-17 02:44:33,29751736,0
2021-12-17 02:44:33,29751789,4
2021-12-17 02:44:33,29751918,4
2021-12-17 02:44:33,29752309,15
2021-12-17 02:44:33,29752472,2
2021-12-17 02:44:33,29752573,0
2021-12-17 02:44:33,29753372,2
2021-12-17 02:44:33,29753410,4
2021-12-17 02:44:33,29992386,4
2021-12-17 02:44:33,29992613,5
2021-12-17 02:44:33,30278163,1
2021-12-17 02:44:33,30613108,4
2021-12-17 02:44:33,30613827,2
2021-12-17 02:44:33,30613955,4
2021-12-17 02:44:33,30925063,3
2021-12-17 02:44:33,31868207,4
2021-12-17 02:44:33,35855774,0
2021-12-17 02:44:33,35855809,5
2021-12-17 02:50:37,29745906,3
2021-12-17 02:50:37,29746009,3
2021-12-17 02:50:37,29746047,1
2021-12-17 02:50:37,29746068,4
2021-12-17 02:50:37,29746123,2
2021-12-17 02:50:37,29746679,8
2021-12-17 02:50:37,29747497,4
2021-12-17 02:50:37,29749806,2
2021-12-17 02:50:37,29749855,2
2021-12-17 02:50:37,29749951,2
2021-12-17 02:50:37,29750190,1
2021-12-17 02:50:37,29750264,1
2021-12-17 02:50:37,29750615,3
2021-12-17 02:50:37,29751228,7
2021-12-17 02:50:37,29751388,2
2021-12-17 02:50:37,29751426,3
2021-12-17 02:50:37,29751467,3
2021-12-17 02:50:37,29751502,2
2021-12-17 02:50:37,29751545,2
2021-12-17 02:50:37,29751592,1
2021-12-17 02:50:37,29751674,5
2021-12-17 02:50:37,29751736,0
2021-12-17 02:50:37,29751789,4
2021-12-17 02:50:37,29751918,4
2021-12-17 02:50:37,29752309,15
2021-12-17 02:50:37,29752472,2
2021-12-17 02:50:37,29752573,0
2021-12-17 02:50:37,29753372,2
2021-12-17 02:50:37,29753410,4
2021-12-17 02:50:37,29992386,4
2021-12-17 02:50:37,29992613,5
2021-12-17 02:50:37,30278163,1
2021-12-17 02:50:37,30613108,4
2021-12-17 02:50:37,30613827,2
2021-12-17 02:50:37,30613955,4
