dt,uid,bikes_available_to_rent
2021-06-15 00:09:37,29745906,1
2021-06-15 00:09:37,29746009,1
2021-06-15 00:09:37,29746047,6
2021-06-15 00:09:37,29746068,0
2021-06-15 00:09:37,29746123,0
2021-06-15 00:09:37,29746679,3
2021-06-15 00:09:37,29747497,4
2021-06-15 00:09:37,29749806,0
2021-06-15 00:09:37,29749855,1
2021-06-15 00:09:37,29749951,2
2021-06-15 00:09:37,29750190,6
2021-06-15 00:09:37,29750264,1
2021-06-15 00:09:37,29750615,5
2021-06-15 00:09:37,29751228,0
2021-06-15 00:09:37,29751388,6
2021-06-15 00:09:37,29751426,10
2021-06-15 00:09:37,29751467,0
2021-06-15 00:09:37,29751502,0
2021-06-15 00:09:37,29751545,3
2021-06-15 00:09:37,29751592,0
2021-06-15 00:09:37,29751674,7
2021-06-15 00:09:37,29751736,0
2021-06-15 00:09:37,29751789,4
2021-06-15 00:09:37,29751918,0
2021-06-15 00:09:37,29752309,12
2021-06-15 00:09:37,29752472,0
2021-06-15 00:09:37,29752573,1
2021-06-15 00:09:37,29753372,1
2021-06-15 00:09:37,29753410,0
2021-06-15 00:09:37,29992386,2
2021-06-15 00:09:37,29992613,0
2021-06-15 00:09:37,30278163,1
2021-06-15 00:09:37,30613108,1
2021-06-15 00:09:37,30613827,1
2021-06-15 00:09:37,30613955,3
2021-06-15 00:09:37,30925063,2
2021-06-15 00:09:37,31868207,2
2021-06-15 00:09:37,35855774,0
2021-06-15 00:09:37,35855809,0
2021-06-15 00:32:37,29745906,1
2021-06-15 00:32:37,29746009,1
2021-06-15 00:32:37,29746047,6
2021-06-15 00:32:37,29746068,0
2021-06-15 00:32:37,29746123,0
2021-06-15 00:32:37,29746679,3
2021-06-15 00:32:37,29747497,4
2021-06-15 00:32:37,29749806,0
2021-06-15 00:32:37,29749855,1
2021-06-15 00:32:37,29749951,2
2021-06-15 00:32:37,29750190,6
2021-06-15 00:32:37,29750264,1
2021-06-15 00:32:37,29750615,5
2021-06-15 00:32:37,29751228,0
2021-06-15 00:32:37,29751388,6
2021-06-15 00:32:37,29751426,10
2021-06-15 00:32:37,29751467,0
2021-06-15 00:32:37,29751502,0
2021-06-15 00:32:37,29751545,3
2021-06-15 00:32:37,29751592,0
2021-06-15 00:32:37,29751674,7
2021-06-15 00:32:37,29751736,0
2021-06-15 00:32:37,29751789,4
2021-06-15 00:32:37,29751918,0
2021-06-15 00:32:37,29752309,12
2021-06-15 00:32:37,29752472,0
2021-06-15 00:32:37,29752573,1
2021-06-15 00:32:37,29753372,1
2021-06-15 00:32:37,29753410,0
2021-06-15 00:32:37,29992386,2
2021-06-15 00:32:37,29992613,0
2021-06-15 00:32:37,30278163,1
2021-06-15 00:32:37,30613108,1
2021-06-15 00:32:37,30613827,1
2021-06-15 00:32:37,30613955,3
2021-06-15 00:32:37,30925063,2
2021-06-15 00:32:37,31868207,2
2021-06-15 00:32:37,35855774,0
2021-06-15 00:32:37,35855809,0
2021-06-15 00:44:40,29745906,1
2021-06-15 00:44:40,29746009,1
2021-06-15 00:44:40,29746047,6
2021-06-15 00:44:40,29746068,0
2021-06-15 00:44:40,29746123,0
