dt,uid,bikes_available_to_rent
2021-11-18 00:14:27,29745906,5
2021-11-18 00:14:27,29746009,1
2021-11-18 00:14:27,29746047,1
2021-11-18 00:14:27,29746068,0
2021-11-18 00:14:27,29746123,6
2021-11-18 00:14:27,29746679,5
2021-11-18 00:14:27,29747497,9
2021-11-18 00:14:27,29749806,2
2021-11-18 00:14:27,29749855,3
2021-11-18 00:14:27,29749951,0
2021-11-18 00:14:27,29750190,0
2021-11-18 00:14:27,29750264,3
2021-11-18 00:14:27,29750615,6
2021-11-18 00:14:27,29751228,1
2021-11-18 00:14:27,29751388,3
2021-11-18 00:14:27,29751426,15
2021-11-18 00:14:27,29751467,2
2021-11-18 00:14:27,29751502,1
2021-11-18 00:14:27,29751545,4
2021-11-18 00:14:27,29751592,0
2021-11-18 00:14:27,29751674,10
2021-11-18 00:14:27,29751736,1
2021-11-18 00:14:27,29751789,3
2021-11-18 00:14:27,29751918,1
2021-11-18 00:14:27,29752309,13
2021-11-18 00:14:27,29752472,1
2021-11-18 00:14:27,29752573,0
2021-11-18 00:14:27,29753372,0
2021-11-18 00:14:27,29753410,0
2021-11-18 00:14:27,29992386,1
2021-11-18 00:14:27,29992613,2
2021-11-18 00:14:27,30278163,0
2021-11-18 00:14:27,30613108,1
2021-11-18 00:14:27,30613827,0
2021-11-18 00:14:27,30613955,6
2021-11-18 00:14:27,30925063,3
2021-11-18 00:14:27,31868207,11
2021-11-18 00:14:27,35855774,0
2021-11-18 00:14:27,35855809,8
2021-11-18 00:27:25,29745906,5
2021-11-18 00:27:25,29746009,1
2021-11-18 00:27:25,29746047,1
2021-11-18 00:27:25,29746068,0
2021-11-18 00:27:25,29746123,6
2021-11-18 00:27:25,29746679,5
2021-11-18 00:27:25,29747497,9
2021-11-18 00:27:25,29749806,2
2021-11-18 00:27:25,29749855,3
2021-11-18 00:27:25,29749951,0
2021-11-18 00:27:25,29750190,0
2021-11-18 00:27:25,29750264,3
2021-11-18 00:27:25,29750615,5
2021-11-18 00:27:25,29751228,1
2021-11-18 00:27:25,29751388,3
2021-11-18 00:27:25,29751426,15
2021-11-18 00:27:25,29751467,2
2021-11-18 00:27:25,29751502,1
2021-11-18 00:27:25,29751545,4
2021-11-18 00:27:25,29751592,0
2021-11-18 00:27:25,29751674,10
2021-11-18 00:27:25,29751736,1
2021-11-18 00:27:25,29751789,2
2021-11-18 00:27:25,29751918,1
2021-11-18 00:27:25,29752309,13
2021-11-18 00:27:25,29752472,1
2021-11-18 00:27:25,29752573,0
2021-11-18 00:27:25,29753372,0
2021-11-18 00:27:25,29753410,0
2021-11-18 00:27:25,29992386,1
2021-11-18 00:27:25,29992613,2
2021-11-18 00:27:25,30278163,0
2021-11-18 00:27:25,30613108,1
2021-11-18 00:27:25,30613827,0
2021-11-18 00:27:25,30613955,6
2021-11-18 00:27:25,30925063,3
2021-11-18 00:27:25,31868207,11
2021-11-18 00:27:25,35855774,0
2021-11-18 00:27:25,35855809,8
2021-11-18 00:39:12,29745906,5
2021-11-18 00:39:12,29746009,1
2021-11-18 00:39:12,29746047,1
2021-11-18 00:39:12,29746068,0
2021-11-18 00:39:12,29746123,6
