dt,uid,bikes_available_to_rent
2023-11-23 00:02:19,29745906,3
2023-11-23 00:02:19,29746009,2
2023-11-23 00:02:19,29746047,0
2023-11-23 00:02:19,29746068,2
2023-11-23 00:02:19,29746123,1
2023-11-23 00:02:19,29746679,2
2023-11-23 00:02:19,29747497,1
2023-11-23 00:02:19,29749806,1
2023-11-23 00:02:19,29749855,1
2023-11-23 00:02:19,29749951,1
2023-11-23 00:02:19,29750190,2
2023-11-23 00:02:19,29750264,4
2023-11-23 00:02:19,29750615,1
2023-11-23 00:02:19,29751228,3
2023-11-23 00:02:19,29751388,2
2023-11-23 00:02:19,29751426,3
2023-11-23 00:02:19,29751502,0
2023-11-23 00:02:19,29751545,0
2023-11-23 00:02:19,29751592,3
2023-11-23 00:02:19,29751674,0
2023-11-23 00:02:19,29751736,2
2023-11-23 00:02:19,29751789,1
2023-11-23 00:02:19,29751918,4
2023-11-23 00:02:19,29752309,9
2023-11-23 00:02:19,29752472,1
2023-11-23 00:02:19,29752573,1
2023-11-23 00:02:19,29753372,1
2023-11-23 00:02:19,29753410,7
2023-11-23 00:02:19,29755203,1
2023-11-23 00:02:19,29992386,2
2023-11-23 00:02:19,29992613,0
2023-11-23 00:02:19,30278163,0
2023-11-23 00:02:19,30613108,3
2023-11-23 00:02:19,30613827,0
2023-11-23 00:02:19,30613955,3
2023-11-23 00:02:19,30925063,1
2023-11-23 00:02:19,31868207,2
2023-11-23 00:02:19,35855774,0
2023-11-23 00:02:19,35855809,0
2023-11-23 00:02:19,145369985,2
2023-11-23 00:02:19,152260960,2
2023-11-23 00:02:19,158039882,0
2023-11-23 00:02:19,158040425,0
2023-11-23 00:02:19,158040663,0
2023-11-23 00:02:19,158040927,5
2023-11-23 00:02:19,158041172,2
2023-11-23 00:02:19,158041482,1
2023-11-23 00:02:19,158041981,1
2023-11-23 00:02:19,158042216,2
2023-11-23 00:02:19,158042737,1
2023-11-23 00:02:19,158042992,2
2023-11-23 00:02:19,158046029,1
2023-11-23 00:02:19,158046288,2
2023-11-23 00:02:19,158046511,0
2023-11-23 00:02:19,158046728,2
2023-11-23 00:02:19,158046916,2
2023-11-23 00:02:19,167222018,2
2023-11-23 00:02:19,167222141,2
